IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,VALUE,PUBLIC_ID,SORTORDER
427701576,279015002,,427700325,Nonmagnetic foreign body,Morphological_Abnormalitiy_PID,0
427701577,426912003,,427700325,Splinter foreign body,Morphological_Abnormalitiy_PID,0
427701578,420537006,,427700325,Glass foreign body,Morphological_Abnormalitiy_PID,0
427701579,371388004,,427700325,Linear foreign body,Morphological_Abnormalitiy_PID,0
427701580,50568007,,427700325,Bezoar,Morphological_Abnormalitiy_PID,0
427701581,70048005,,427700325,Superficial foreign body,Morphological_Abnormalitiy_PID,0
427701582,421830005,,427700325,Organic foreign body,Morphological_Abnormalitiy_PID,0
427701583,66066009,,427700325,Non-opaque foreign body,Morphological_Abnormalitiy_PID,0
427701584,42014008,,427700325,Opaque foreign body,Morphological_Abnormalitiy_PID,0
427701585,125245002,,427700325,Retained foreign body,Morphological_Abnormalitiy_PID,0
427701586,422321007,,427700325,Metallic foreign body,Morphological_Abnormalitiy_PID,0
427701587,12393003,,427700327,Purpura,Morphological_Abnormalitiy_PID,0
427701588,91608003,,427700327,Splinter hemorrhage,Morphological_Abnormalitiy_PID,0
427701589,127563002,,427700327,Scant hemorrhage,Morphological_Abnormalitiy_PID,0
427701590,20108002,,427700327,Intramural hemorrhage,Morphological_Abnormalitiy_PID,0
427701591,112649006,,427700327,Hemorrhagic inflammation,Morphological_Abnormalitiy_PID,0
427701592,123629008,,427700327,Hemorrhagic diverticulitis,Morphological_Abnormalitiy_PID,0
427701593,50091001,,427700327,Petechia,Morphological_Abnormalitiy_PID,0
427701594,56887002,,427700327,Subacute hemorrhage,Morphological_Abnormalitiy_PID,0
427701595,370609008,,427700327,Disseminated hemorrhage,Morphological_Abnormalitiy_PID,0
427701596,5399005,,427700327,Dissecting hemorrhage,Morphological_Abnormalitiy_PID,0
427701597,73099002,,427700327,Diffuse hemorrhage,Morphological_Abnormalitiy_PID,0
427701598,24421006,,427700327,Subcapsular hemorrhage,Morphological_Abnormalitiy_PID,0
427701599,8573003,,427700327,Acute hemorrhage,Morphological_Abnormalitiy_PID,0
427701600,46386005,,427700327,Occult hemorrhage,Morphological_Abnormalitiy_PID,0
427701601,112648003,,427700327,Massive hemorrhage,Morphological_Abnormalitiy_PID,0
427701602,77643000,,427700327,Ecchymosis,Morphological_Abnormalitiy_PID,0
427701603,103620004,,427700327,Hematocele,Morphological_Abnormalitiy_PID,0
427701604,57052009,,427700327,Bleeding varices,Morphological_Abnormalitiy_PID,0
427701605,55075001,,427700327,Bleeding ulcer,Morphological_Abnormalitiy_PID,0
427701606,7003006,,427700327,Chronic hemorrhage,Morphological_Abnormalitiy_PID,0
427701607,111008005,,427700327,Hemorrhagic atheromatous plaque,Morphological_Abnormalitiy_PID,0
427701608,35566002,,427700327,Hematoma,Morphological_Abnormalitiy_PID,0
427701609,77227001,,427700328,Recanalization,Morphological_Abnormalitiy_PID,0
427701610,41008003,,427700330,Blind fistula,Morphological_Abnormalitiy_PID,0
427701611,18802003,,427700330,External fistula,Morphological_Abnormalitiy_PID,0
427701612,371286003,,427700330,Venovenous fistula,Morphological_Abnormalitiy_PID,0
427701613,12582004,,427700330,Internal fistula,Morphological_Abnormalitiy_PID,0
427701614,110428006,,427700330,Inflammatory fistula,Morphological_Abnormalitiy_PID,0
427701615,40086006,,427700330,Congenital fistula,Morphological_Abnormalitiy_PID,0
427701616,51711001,,427700330,Acquired fistula,Morphological_Abnormalitiy_PID,0
427701617,110427001,,427700330,Complete fistula,Morphological_Abnormalitiy_PID,0
427701618,115978002,,427700330,Mucous fistula,Morphological_Abnormalitiy_PID,0
427701619,69333003,,427700330,Fecal fistula,Morphological_Abnormalitiy_PID,0
427701620,128617001,,427700330,Arteriovenous fistula,Morphological_Abnormalitiy_PID,0
427701621,4125007,,427700331,Bursal cyst,Morphological_Abnormalitiy_PID,0
427701622,125292003,,427700331,Daughter cyst,Morphological_Abnormalitiy_PID,0
427701623,76000001,,427700331,Aneurysmal bone cyst,Morphological_Abnormalitiy_PID,0
427701624,12167004,,427700331,Lymphocyst,Morphological_Abnormalitiy_PID,0
427701625,66954000,,427700331,Bone cyst,Morphological_Abnormalitiy_PID,0
427701626,79134002,,427700331,Chylous cyst,Morphological_Abnormalitiy_PID,0
427701627,3679006,,427700331,Polycystic change,Morphological_Abnormalitiy_PID,0
427701628,53099003,,427700331,Air cyst,Morphological_Abnormalitiy_PID,0
427701629,52321009,,427700331,Hemorrhagic cyst,Morphological_Abnormalitiy_PID,0
427701630,72277008,,427700331,Dermoid cyst,Morphological_Abnormalitiy_PID,0
427701631,103616003,,427700331,Multilocular cyst,Morphological_Abnormalitiy_PID,0
427701632,71307009,,427700331,Ganglion cyst,Morphological_Abnormalitiy_PID,0
427701633,125290006,,427700331,Single cyst,Morphological_Abnormalitiy_PID,0
427701634,367645008,,427700331,Retention cyst,Morphological_Abnormalitiy_PID,0
427701635,418630001,,427700331,Keratinizing cyst,Morphological_Abnormalitiy_PID,0
427701636,419366003,,427700331,Epithelial inclusion cyst,Morphological_Abnormalitiy_PID,0
427701637,9287005,,427700331,Colloid cyst,Morphological_Abnormalitiy_PID,0
427701638,103678008,,427700331,Endometriotic cyst,Morphological_Abnormalitiy_PID,0
427701639,67945008,,427700331,Glandular cyst,Morphological_Abnormalitiy_PID,0
427701640,12143007,,427700331,Embryonic cyst,Morphological_Abnormalitiy_PID,0
427701641,28727003,,427700331,Odontogenic cyst,Morphological_Abnormalitiy_PID,0
427701642,125289002,,427700331,Unilocular cyst,Morphological_Abnormalitiy_PID,0
427701643,75132008,,427700331,Parasitic cyst,Morphological_Abnormalitiy_PID,0
427701644,87070002,,427700331,Calcifying cyst,Morphological_Abnormalitiy_PID,0
427701645,17569003,,427700331,Emphysematous bleb,Morphological_Abnormalitiy_PID,0
427701646,363641000,,427700331,Cystic lesion - nondiagnostic,Morphological_Abnormalitiy_PID,0
427701647,125291005,,427700331,Multiple cysts,Morphological_Abnormalitiy_PID,0
427701648,65832009,,427700331,Mesothelial cyst,Morphological_Abnormalitiy_PID,0
427701649,416529009,,427700331,Cystic dermoid choristoma,Morphological_Abnormalitiy_PID,0
427701650,367644007,,427700331,Simple cyst,Morphological_Abnormalitiy_PID,0
427701651,177418003,,427700331,Ruptured cyst,Morphological_Abnormalitiy_PID,0
427701652,45155001,,427700331,Papillary cyst,Morphological_Abnormalitiy_PID,0
427701653,32322008,,427700331,Subchondral bone cyst,Morphological_Abnormalitiy_PID,0
427701654,125293008,,427700331,Collapsed cyst,Morphological_Abnormalitiy_PID,0
427701655,103614000,,427700331,Follicular cyst,Morphological_Abnormalitiy_PID,0
427701656,123250005,,427700331,Synovial cyst,Morphological_Abnormalitiy_PID,0
427701657,19633006,,427700331,Mucous cyst,Morphological_Abnormalitiy_PID,0
427701658,32288007,,427700331,Serous cyst,Morphological_Abnormalitiy_PID,0
427701659,6780007,,427700332,Hemoglobin cast,Morphological_Abnormalitiy_PID,0
427701660,29463007,,427700332,Keratin plug,Morphological_Abnormalitiy_PID,0
427701661,42216004,,427700332,Mucus cast,Morphological_Abnormalitiy_PID,0
427701662,89158005,,427700332,Fecalith,Morphological_Abnormalitiy_PID,0
427701663,21718009,,427700332,Cast,Morphological_Abnormalitiy_PID,0
427701664,18203003,,427700332,Non-communicating cerebrospinal fluid retention,Morphological_Abnormalitiy_PID,0
427701665,125288005,,427700332,Recurrent content retention,Morphological_Abnormalitiy_PID,0
427701666,79449003,,427700332,Cerebrospinal fluid retention,Morphological_Abnormalitiy_PID,0
427701667,61494005,,427700332,Impaction,Morphological_Abnormalitiy_PID,0
427701668,44075003,,427700332,Meconium retention,Morphological_Abnormalitiy_PID,0
427701669,63176002,,427700332,Open follicle comedo,Morphological_Abnormalitiy_PID,0
427701670,65225007,,427700332,Closed follicle comedo,Morphological_Abnormalitiy_PID,0
427701671,48866007,,427700332,Bile cast,Morphological_Abnormalitiy_PID,0
427701672,35506000,,427700332,Sweat retention,Morphological_Abnormalitiy_PID,0
427701673,87241003,,427700332,Gas retention,Morphological_Abnormalitiy_PID,0
427701674,2763006,,427700332,Comedo,Morphological_Abnormalitiy_PID,0
427701675,17684004,,427700332,Protein cast,Morphological_Abnormalitiy_PID,0
427701676,125287000,,427700332,Chronic content retention,Morphological_Abnormalitiy_PID,0
427701677,47927003,,427700332,Inspissation,Morphological_Abnormalitiy_PID,0
427701678,6078006,,427700332,Mucus retention,Morphological_Abnormalitiy_PID,0
427701679,19685008,,427700332,Stasis,Morphological_Abnormalitiy_PID,0
427701680,125286009,,427700332,Acute content retention,Morphological_Abnormalitiy_PID,0
427701681,34494002,,427700332,Communicating cerebrospinal fluid retention,Morphological_Abnormalitiy_PID,0
427701682,6579006,,427700332,Sebum retention,Morphological_Abnormalitiy_PID,0
427701683,26209007,,427700332,Giant comedo,Morphological_Abnormalitiy_PID,0
427701684,37068007,,427700333,Lateral displacement,Morphological_Abnormalitiy_PID,0
427701685,62470007,,427700333,Superior displacement,Morphological_Abnormalitiy_PID,0
427701686,133845002,,427700333,Displaced tooth,Morphological_Abnormalitiy_PID,0
427701687,125246001,,427700333,"Displacement, first degree",Morphological_Abnormalitiy_PID,0
427701688,125248000,,427700333,"Displacement, third degree",Morphological_Abnormalitiy_PID,0
427701689,125250008,,427700333,"Displacement, chronic",Morphological_Abnormalitiy_PID,0
427701690,42164003,,427700333,Posterior displacement,Morphological_Abnormalitiy_PID,0
427701691,87642003,,427700333,Dislocation,Morphological_Abnormalitiy_PID,0
427701692,125247005,,427700333,"Displacement, second degree",Morphological_Abnormalitiy_PID,0
427701693,29696001,,427700333,Prolapse,Morphological_Abnormalitiy_PID,0
427701694,76822009,,427700333,Recession,Morphological_Abnormalitiy_PID,0
427701695,11108009,,427700333,Dehiscence,Morphological_Abnormalitiy_PID,0
427701696,62568001,,427700333,Dilaceration,Morphological_Abnormalitiy_PID,0
427701697,16640008,,427700333,Separation,Morphological_Abnormalitiy_PID,0
427701698,123735002,,427700333,Fracture with displacement,Morphological_Abnormalitiy_PID,0
427701699,9546005,,427700333,Shift,Morphological_Abnormalitiy_PID,0
427701700,22303008,,427700333,Version,Morphological_Abnormalitiy_PID,0
427701701,408737001,,427700333,Malposition,Morphological_Abnormalitiy_PID,0
427701702,444002002,,427700333,Developmental dislocation,Morphological_Abnormalitiy_PID,0
427701703,125249008,,427700333,"Displacement, acute",Morphological_Abnormalitiy_PID,0
427701704,51121001,,427700333,Loosening,Morphological_Abnormalitiy_PID,0
427701705,76093008,,427700333,Anterior displacement,Morphological_Abnormalitiy_PID,0
427701706,399898009,,427700333,Misalignment,Morphological_Abnormalitiy_PID,0
427701707,73263002,,427700334,Intussusceptum,Morphological_Abnormalitiy_PID,0
427701708,50690001,,427700334,Congenital invagination,Morphological_Abnormalitiy_PID,0
427701709,67908002,,427700334,Intussuscipiens,Morphological_Abnormalitiy_PID,0
427701710,125118008,,427700343,Exfoliative erythema,Morphological_Abnormalitiy_PID,0
427702610,23602004,,427701286,Bilateral congenital enlargement,Morphological_Abnormalitiy_PID,0
427702611,56007004,,427701286,Congenital hemihypertrophy,Morphological_Abnormalitiy_PID,0
427702612,102282008,,427701286,Congenital focal hypertrophy,Morphological_Abnormalitiy_PID,0
427702607,28781000,,427701274,Internal hyperostosis,Morphological_Abnormalitiy_PID,0
427702608,112666008,,427701274,Hypertrophy of bone and cartilage,Morphological_Abnormalitiy_PID,0
427702609,80400009,,427701274,External hyperostosis,Morphological_Abnormalitiy_PID,0
427702610,23602004,,427701286,Bilateral congenital enlargement,Morphological_Abnormalitiy_PID,0
427702611,56007004,,427701286,Congenital hemihypertrophy,Morphological_Abnormalitiy_PID,0
427702612,102282008,,427701286,Congenital focal hypertrophy,Morphological_Abnormalitiy_PID,0
427702613,112666008,,427701287,Hypertrophy of bone and cartilage,Morphological_Abnormalitiy_PID,0
427701721,125378007,,427700379,Bismuth pigmentation,Morphological_Abnormalitiy_PID,0
427701722,125377002,,427700379,Arsenic pigmentation,Morphological_Abnormalitiy_PID,0
427701723,125375005,,427700382,Endogenous hemosiderin pigmentation,Morphological_Abnormalitiy_PID,0
427701724,125376006,,427700382,Exogenous hemosiderin pigmentation,Morphological_Abnormalitiy_PID,0
427701725,41162001,,427700389,Increased melanin pigmentation,Morphological_Abnormalitiy_PID,0
427701726,110438001,,427700389,Localized melanin pigmentation,Morphological_Abnormalitiy_PID,0
427701727,110439009,,427700389,Generalized melanin pigmentation,Morphological_Abnormalitiy_PID,0
427701728,55519009,,427700396,Postinflammatory hyperpigmentation,Morphological_Abnormalitiy_PID,0
427701729,111011006,,427700396,Pigmentary atrophy,Morphological_Abnormalitiy_PID,0
427702692,102285005,,427701441,Congenital extension deformity,Morphological_Abnormalitiy_PID,0
427702693,102284009,,427701441,Congenital flexion deformity,Morphological_Abnormalitiy_PID,0
427702692,102285005,,427701441,Congenital extension deformity,Morphological_Abnormalitiy_PID,0
427702693,102284009,,427701441,Congenital flexion deformity,Morphological_Abnormalitiy_PID,0
427702694,11182007,,427701442,Abnormally short growth,Morphological_Abnormalitiy_PID,0
427702695,67946009,,427701443,Abnormally long growth,Morphological_Abnormalitiy_PID,0
427702696,79609003,,427701444,Congenital valgus deformity,Morphological_Abnormalitiy_PID,0
427702697,11904005,,427701444,Acquired valgus deformity,Morphological_Abnormalitiy_PID,0
427702698,102284009,,427701446,Congenital flexion deformity,Morphological_Abnormalitiy_PID,0
427702699,400030005,,427701447,Acquired misalignment,Morphological_Abnormalitiy_PID,0
427702700,50680009,,427701447,Acquired varus deformity,Morphological_Abnormalitiy_PID,0
427702701,11904005,,427701447,Acquired valgus deformity,Morphological_Abnormalitiy_PID,0
427702702,125265009,,427701449,"Abnormal curvature, right curve",Morphological_Abnormalitiy_PID,0
427702703,38392006,,427701449,Congenital abnormal curvature,Morphological_Abnormalitiy_PID,0
427702704,61051007,,427701449,Anteroposterior abnormal curvature,Morphological_Abnormalitiy_PID,0
427702705,31739005,,427701449,Lateral abnormal curvature,Morphological_Abnormalitiy_PID,0
427702706,15519005,,427701449,Combined abnormal curvature,Morphological_Abnormalitiy_PID,0
427702707,125267001,,427701449,"Abnormal curvature, compound curve",Morphological_Abnormalitiy_PID,0
427702708,125266005,,427701449,"Abnormal curvature, left curve",Morphological_Abnormalitiy_PID,0
427702709,50680009,,427701450,Acquired varus deformity,Morphological_Abnormalitiy_PID,0
427702710,88582001,,427701450,Congenital varus deformity,Morphological_Abnormalitiy_PID,0
427702711,102285005,,427701451,Congenital extension deformity,Morphological_Abnormalitiy_PID,0
427702683,71613007,,427701438,Traumatic amputation,Morphological_Abnormalitiy_PID,0
427702684,125206007,,427701440,"Amputated structure, incomplete",Morphological_Abnormalitiy_PID,0
427702685,308499001,,427701440,Amputation wound,Morphological_Abnormalitiy_PID,0
427702686,125204005,,427701440,"Amputated structure, complete",Morphological_Abnormalitiy_PID,0
427702687,71613007,,427701440,Traumatic amputation,Morphological_Abnormalitiy_PID,0
427702688,81612006,,427701440,Surgical amputated structure,Morphological_Abnormalitiy_PID,0
427702689,26577009,,427701440,Spontaneous amputated structure,Morphological_Abnormalitiy_PID,0
427702690,125203004,,427701440,"Amputated structure, immediate",Morphological_Abnormalitiy_PID,0
427702691,125205006,,427701440,"Amputated structure, delayed",Morphological_Abnormalitiy_PID,0
427701761,103665008,,427700423,Low level estrogen effect compatible with age and history,Morphological_Abnormalitiy_PID,0
427701762,103667000,,427700424,Cytologic pattern compatible with menstrual phase,Morphological_Abnormalitiy_PID,0
427701763,103668005,,427700424,Cytologic pattern compatible with postpartum state,Morphological_Abnormalitiy_PID,0
427701764,103666009,,427700426,High level estrogen effect compatible with age and history,Morphological_Abnormalitiy_PID,0
427701765,12540003,,427700433,"Muscle fiber atrophy, type II",Morphological_Abnormalitiy_PID,0
427701766,40215006,,427700433,"Muscle fiber atrophy, type I",Morphological_Abnormalitiy_PID,0
427701767,49231007,,427700433,Muscle fiber large group atrophy,Morphological_Abnormalitiy_PID,0
427701768,22222002,,427700433,Muscle fiber small group atrophy,Morphological_Abnormalitiy_PID,0
427701769,87196003,,427700433,Muscle fiber perifascicular atrophy,Morphological_Abnormalitiy_PID,0
427701770,36373003,,427700435,"Muscle fiber hypertrophy, type II",Morphological_Abnormalitiy_PID,0
427701771,56538009,,427700435,"Muscle fiber hypertrophy, type I",Morphological_Abnormalitiy_PID,0
427701772,81456002,,427700456,Isochromosome for short arm,Morphological_Abnormalitiy_PID,0
427701773,41248002,,427700456,Chromatid break,Morphological_Abnormalitiy_PID,0
427701774,64329008,,427700456,Deletion of long arm,Morphological_Abnormalitiy_PID,0
427701775,88858004,,427700456,Chromosome break,Morphological_Abnormalitiy_PID,0
427701776,23345003,,427700456,Ring chromosome,Morphological_Abnormalitiy_PID,0
427701777,2289007,,427700456,Dicentric chromosome,Morphological_Abnormalitiy_PID,0
427701778,66221007,,427700456,"Philadelphia chromosome, Ph^1^, present",Morphological_Abnormalitiy_PID,0
427701779,69410000,,427700456,Lengthening of long arm,Morphological_Abnormalitiy_PID,0
